village_id,village,district,block,state,is_core_sample,latitude,longitude,vv_before,vh_before,vv_after,vh_after,sar_before_image_count,sar_after_image_count
16,Kaho,Anjaw,Walong,Arunachal Pradesh,True,28.3034238,97.0250574,-11.38953822551394,-17.290050071580147,-11.448410035125153,-17.187918733665814,11,14
17,Khrawit,Anjaw,Walong,Arunachal Pradesh,True,27.9044705,96.9437389,-10.534835822551543,-17.216196242020256,-10.768726204167674,-17.319457075129474,11,15
18,Krowti,Anjaw,Walong,Arunachal Pradesh,True,28.2354088,97.0273216,-7.956605738882037,-14.718615981936644,-7.8950581397715505,-14.794101165000729,11,14
19,Krowti Labour Camp,Anjaw,Walong,Arunachal Pradesh,True,28.2318311,97.0285584,-7.732662399913037,-14.541490813808513,-7.588008494841868,-14.615223681167867,11,14
20,Kundan,Anjaw,Walong,Arunachal Pradesh,True,28.2425043,97.0254063,-7.524716836260345,-14.222989638459898,-7.5172027792280085,-14.409569852338604,11,14
21,Musai,Anjaw,Walong,Arunachal Pradesh,True,28.2588294,97.0287424,-10.668137907472325,-17.39943817376237,-10.881032678493199,-17.44414822156379,11,14
22,Samdul,Anjaw,Walong,Arunachal Pradesh,True,27.8858936,96.9223997,-7.780405523772282,-15.166023819320777,-7.962876153237417,-15.285894864358507,11,15
23,Supkung,Anjaw,Walong,Arunachal Pradesh,True,28.1588813,97.0363709,-12.187242884186526,-18.64925463389298,-12.006799669776655,-18.37608624682092,11,14
24,Walong,Anjaw,Walong,Arunachal Pradesh,True,28.1294938,97.0166444,-5.216561458033616,-12.308070250483965,-5.154466919853878,-12.063201096952621,11,14
25,Yakung,Anjaw,Walong,Arunachal Pradesh,True,28.1997526,97.0263468,-6.315811525190468,-13.323869781276313,-6.445568754324678,-13.326799797979211,11,14
26,Achali,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.8429461,95.9704783,-9.530071024166089,-15.714750721948208,-9.572627576998519,-15.951447021510242,19,19
27,Achengo,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.8238506,95.9428387,-6.712862796188079,-13.464550966674265,-6.833805315967294,-13.77285873376271,19,19
28,Acheso,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.9263772,95.97448,-9.934082276862618,-15.910865154520529,-10.00813208599953,-16.158173461436412,19,19
29,Alinye,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.8346828,95.9628967,-8.966838130651308,-15.077463532399651,-9.042116253367425,-15.309163527216896,19,19
30,Angrim Valley,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.8842816,95.9786208,-7.8425635562845315,-14.122923660361387,-7.743762513174757,-14.169891070574089,19,19
31,Aropo,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.8230901,95.9397069,-6.84895587190216,-13.24546903363028,-7.006964609704799,-13.568621494198954,19,19
32,Atoto,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.8355826,95.9647411,-9.049767679777286,-15.318750204257247,-9.159257211622059,-15.528379108428469,19,19
33,Echito,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.9291593,95.9752771,-11.02953181971677,-17.11658393356862,-11.01393669369783,-17.319600181616302,19,19
34,Ediya,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.9638191,95.8076515,-6.063980827001301,-12.76467738359848,-6.245295483861316,-13.082426701805742,8,10
35,Emuli,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.8871158,95.8356573,-7.93073883446074,-14.2041372542359,-8.170817973856407,-14.484835108317162,19,19
36,Gipulin,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.8479222,95.9666253,-7.026504257557649,-13.650306133532053,-7.171021167078452,-13.809861461452446,19,19
37,Kamuyi,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.9926912,95.8050502,-4.625693033324548,-11.282716212141503,-4.600978344548341,-11.411337747046412,8,10
38,Mipi H.Q.,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.9641685,95.8081308,-6.290518889247218,-12.966854071051415,-6.487202894828503,-13.31945791155142,8,10
39,Mipido,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.950424,95.8144355,-6.705378004805259,-13.230080820023154,-6.671758998062447,-13.117329564643422,8,14
40,Etalin Bridge Point,Dibang Valley,Etalin-Malinye,Arunachal Pradesh,True,28.6094048,95.8703668,-5.205134951486272,-12.477191271993545,-5.586701766480981,-12.811189558490257,19,24
41,Maliney,Dibang Valley,Etalin-Malinye,Arunachal Pradesh,True,28.6750197,96.1532235,-9.247004846912954,-15.092763928802265,-9.230051349331609,-15.188626181822789,19,24
42,Mawali,Dibang Valley,Etalin-Malinye,Arunachal Pradesh,True,28.6599698,96.0170217,-6.350431906567962,-13.369760356898974,-6.808134984207256,-13.827906639438506,19,24
43,Punli,Dibang Valley,Etalin-Malinye,Arunachal Pradesh,True,28.6565904,95.8520788,-10.613970918569253,-16.793911565945493,-10.900212284848783,-17.156629745138034,19,24
44,Lengdi/Liang,East Kameng,Bameng,Arunachal Pradesh,True,27.5376292,92.923885,-7.977918102606058,-14.79071678398282,-8.077181163162452,-14.83265082929961,10,18
45,Upper Liyak,East Kameng,Bameng,Arunachal Pradesh,True,27.5337804,92.8465101,-2.00508925894414,-9.137862802866032,-2.525986511448974,-9.59762329061474,10,13
46,Dao,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.7832832,92.9383609,-9.787837770020278,-16.30902266138887,-10.126718040179117,-16.67421822665004,10,13
47,Dara Yangfo,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.732817,93.0487159,-6.944870594461208,-13.894837964135512,-7.251924070294344,-14.133864572281725,10,13
48,Lamrah,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.6967225,93.0373888,-9.820677540687273,-16.479487055373415,-10.211894953030336,-16.771238678967528,10,13
49,Loto Yangfo,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.7296573,93.059293,-7.350421516444882,-14.31520306261222,-7.6433927730681335,-14.58272838642896,10,13
50,Diya Sullung,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.7760452,93.0124888,-0.1830451312023999,-7.6432775279569665,-0.5108962929361894,-7.812160722677771,10,13
51,Hara Yangfo,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.751648,93.1327809,-6.870561332647077,-13.812331908431641,-7.151553198093384,-14.085344505455655,10,13
52,Jayang Bagang,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.7547367,93.1791026,-6.67277485236212,-13.579144874713887,-6.817468137022282,-13.703235103959006,10,13
53,Kesse Bagang,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.7809294,93.2034502,-8.179199376307798,-14.88382919692711,-8.445204465446247,-15.095025233995797,10,13
54,Langchu Sullung,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.7569534,92.9355132,-0.1203816480163968,-7.672989532256248,-0.6083900882501871,-8.011130263013136,10,13
55,Nampe Bagang,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.7140627,93.0313033,-9.171362710482112,-15.927575034281718,-9.479537718064345,-16.13823197197456,10,13
56,Raro Sullung,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.6890058,93.0717372,-3.2819031339484597,-10.458138155008655,-3.7436905553947164,-10.709956483843797,10,13
57,Tamsang Yangfo,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.6760974,93.0917894,-3.8722607935796267,-11.074576062274888,-4.082189057061264,-11.233850222808298,10,13
58,Warriam Sullung,East Kameng,Chayangtajo,Arunachal Pradesh,True,27.7279436,92.9802579,-2.5576863027652257,-10.001511825214418,-2.888009366611774,-10.233523946104697,10,13
59,Wallong,East Kameng,Khenewa,Arunachal Pradesh,True,27.6530641,92.9685879,-3.7041676202545144,-10.819784919601588,-4.0383149409451615,-11.137323437748616,10,13
60,Chate,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1191826,93.3236259,-2.7976840925344497,-9.81296508784722,-2.8133848953470366,-9.988608544339064,10,13
61,Chulla,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1242982,93.411274,-3.7980091170271626,-11.227995627114371,-3.9009434729331014,-11.233737211049183,10,13
62,Damin H.Q.,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1041982,93.3343841,-5.820647900949303,-12.854162878926434,-6.122050617401543,-13.048264036444086,10,13
63,Damin Village,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1050092,93.3443566,-2.763337574036377,-10.046248245011547,-3.1070696817018786,-10.264831494567538,10,13
64,Digok,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1272533,93.3496878,-6.403135335869983,-12.810545341815926,-6.7313057185474365,-13.189372210259958,10,13
65,Fuba,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1198537,93.3376816,-1.4346589580579128,-8.601073888910603,-1.674058190522046,-8.802770652539845,10,13
66,Huri,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1095105,93.3045975,-3.9964998606487874,-10.907639263624704,-4.260061345009547,-11.149337295865648,10,13
67,Katuk,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1189094,93.2501395,-6.775177603523018,-13.50748448294252,-7.002077104528105,-13.803081806570557,10,13
68,Kopila,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1092251,93.3088818,-2.267193452069429,-9.47458157950702,-2.4542071883223056,-9.618051957696549,10,13
69,Machang,Kurung Kumey,Damin,Arunachal Pradesh,True,28.0962492,93.3005705,-7.562567464002238,-14.204637802110918,-7.981019911435068,-14.630078805611827,10,13
70,Nisuk,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1081822,93.414929,-8.230750470496933,-15.08791437379219,-8.667099982821439,-15.450387422150477,10,13
71,Pipa,Kurung Kumey,Damin,Arunachal Pradesh,True,28.0735847,93.283149,-1.9400669966391813,-8.773199622815135,-2.483146139893838,-9.388774869740521,10,13
72,Ramu,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1084035,93.4191096,-7.191930864636081,-14.186544150458536,-7.774448400434537,-14.644437592426632,10,13
73,Rane,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1440384,93.3476122,-1.1423528029635392,-8.20220129141522,-1.430077257896085,-8.436805338553686,10,13
74,Rawiok,Kurung Kumey,Damin,Arunachal Pradesh,True,28.137739,93.3249207,-11.131629591314317,-17.034581602530547,-11.532163573514438,-17.512091612573467,10,13
75,Ruba,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1221707,93.2334312,-2.101110488008015,-9.24396627211857,-2.3704432977012555,-9.409999608580206,10,13
76,Senamriang,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1320477,93.3191302,-1.3906964078590724,-8.397994605085701,-1.4363541291206519,-8.588897547058242,10,13
77,Sibia,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1070207,93.3012679,-5.054991897883713,-11.841465556899545,-5.218560581047267,-12.037398942974763,10,13
78,Tarba,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1607522,93.4195471,-8.302118984756623,-15.172174035232135,-8.556009782385473,-15.346430164457326,10,13
79,Tokriang,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1110736,93.3311986,-4.63633662914148,-11.70657914516197,-5.014198389967368,-12.055580109476018,10,13
80,Yaso,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1002726,93.3473375,-1.3012584367719373,-8.628531246698175,-1.6006026863458018,-8.88958682477076,10,13
81,Buhan,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.8895447,93.283152,-0.9668923588551428,-8.242978277922271,-1.2289382878757968,-8.434769481101817,10,13
82,Buyang,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9419935,93.286116,-8.529371410113583,-15.224235483094338,-8.811980042330932,-15.377877425130862,10,13
83,Buyang-II,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9419935,93.286116,-8.529371410113583,-15.224235483094338,-8.811980042330932,-15.377877425130862,10,13
84,Chello,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.8849215,93.291646,-6.488126565849146,-13.347157729630432,-6.628365609247312,-13.413745395861692,10,13
85,Chimpu,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9522411,93.2566277,-6.955853862429323,-13.717552688467155,-7.035206910449409,-13.815339841500805,10,13
86,Chomi,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.955673,93.2595487,-4.080693716375626,-11.114670825136363,-4.291464027867106,-11.26646100692119,10,13
87,Chote,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9524396,93.2616596,-5.772920862651107,-12.710643610931136,-5.872066274028491,-12.796477058965733,10,13
88,Kiodhriang,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.8581693,93.2541827,-5.307765074867467,-12.20980526819043,-5.550050243873062,-12.504465709779499,10,13
89,Nangram,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9071735,93.4387839,-7.177847599489059,-13.896581790181894,-7.372921428447968,-14.068745677921147,10,13
90,Nyolo,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9012651,93.3076219,-4.106579973859096,-11.244370865214561,-4.326484282735258,-11.29098743258632,10,13
91,Pakba,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.8903622,93.3997806,-7.656404108850034,-14.598461958474196,-7.9059729628695905,-14.871728675597753,10,13
92,Papu,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9111524,93.3917445,-8.874596549019008,-15.424827951813095,-9.127393717732454,-15.543405800736975,10,13
93,Rengchi,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.8914093,93.4267781,-7.092340348658418,-14.194565539152388,-7.411771896441993,-14.469631765596702,10,13
94,Tate,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9539309,93.2699171,-7.666524512124351,-14.512759895059522,-7.852706983429911,-14.537673629544251,10,13
95,Yumlam,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.8897958,93.4560068,-9.634581262614102,-16.192467471569223,-9.780847083437807,-16.33627171762434,10,13
96,Cheba,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0204954,93.4801015,-7.350023904562888,-14.465007526645222,-7.351177106890797,-14.470011160400738,10,13
97,Dape,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0305059,93.4762607,-10.186067898628476,-16.894370926527866,-10.204727396795926,-16.851520660808195,10,13
98,Dare,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.040746,93.4566336,-6.919473548281191,-13.827769751691713,-7.104835986938313,-13.900365719476964,10,13
99,Geyang,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.032302,93.4718342,-8.569189963044224,-15.359288766378999,-8.569812262444772,-15.267566398759168,10,13
100,Gonang,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,27.9884834,93.5169908,-9.073840527515152,-15.965818780982437,-9.125000114996507,-15.98812512205477,10,13
101,Nyokuriang,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0062351,93.5622034,-5.129085916420372,-12.404154947478824,-5.31773914312487,-12.570557868669644,10,13
102,Pachang,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0250521,93.4720132,-6.629015218177609,-13.690015248776389,-6.603379932525318,-13.518766692067624,10,13
103,Pado I,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,27.9756026,93.5757879,-8.762847818098562,-15.227165670261734,-8.804155170632605,-15.263444115175924,10,19
104,Pagam,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.049312,93.4584998,-6.488820118007991,-13.517130412578748,-6.557450588754507,-13.648067139160887,10,13
105,Pape,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0129617,93.4902587,-6.402105163593753,-13.432369313430799,-6.341917142480923,-13.363849496163457,10,13
106,Pariang,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0328165,93.4803814,-10.724315015774208,-17.328494772723168,-10.912168091112358,-17.537619621223346,10,13
107,Passik,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0360017,93.4705453,-7.15590872992437,-14.107468159606105,-7.162382791826425,-13.986469098383322,10,13
108,Pilop,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.004125,93.5674707,-9.530544683208632,-16.385168862283763,-9.854743478683869,-16.605537754340595,10,13
109,Rashik,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0080613,93.5508476,-4.031178976133974,-11.120258218168022,-4.189144369882069,-11.170424164853562,10,13
110,Yarba-I,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,27.96349,93.5654022,-9.108206771956155,-15.539490187255367,-9.164208009865797,-15.629710009276067,10,13
111,Bala,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9431025,93.1252507,-7.781140368251015,-14.628609447414062,-8.157797019106567,-14.91433351239479,10,13
112,Chaching,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9375989,93.2339474,-1.1279105130353082,-8.377079760579258,-1.2294798111231455,-8.467390410085953,10,13
113,Chulu,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.8792111,93.0545229,-8.202981982480905,-14.867248090882734,-8.485892847221821,-15.167245355131982,10,13
114,Gane,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9643147,93.0391329,-8.562177379494187,-15.406143188231386,-8.82668763076225,-15.538381073042814,10,13
115,Haraiho,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9804475,93.1383943,-8.958775469533881,-15.758978279650545,-9.083624338280462,-15.85686403306893,10,13
116,Kapu,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.8879985,93.075251,-8.99968826958346,-15.508259348543168,-9.340277152657478,-15.786268864315478,10,13
117,Koropu,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9899045,93.2023371,-4.536596463588215,-11.734037652826574,-4.774554137719054,-11.964764871089637,10,13
118,Machane,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9220981,93.0770012,-3.9240937458679164,-10.787880833054341,-4.079798527278109,-10.923367952531285,10,13
119,Malo,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9563848,93.1153543,-6.332419781253866,-13.220407743410755,-6.444830509337253,-13.289931109602236,10,13
120,Milli,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9506354,93.0574678,-5.718682901231512,-12.555309739352946,-5.933276169705691,-12.771122070427824,10,13
121,Namjo,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.942996,93.1849686,-7.509280867318615,-14.368155386230006,-7.596995489046766,-14.46682924910728,10,13
122,New Sarli,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9582217,93.1705235,-4.825269376902335,-11.825363444627369,-4.99801638979733,-11.858007718461772,10,13
123,Riya,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.8776779,93.0467319,-7.1735183689428705,-13.884571708622738,-7.452275623601768,-14.240757329648117,10,13
124,Sape,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9549291,93.1321419,-5.0781948694998,-11.933620791473645,-5.424546831638615,-12.190674184722754,10,13
125,Sarli,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9525582,93.163373,-4.450162675129134,-11.280734465487217,-4.41040129862804,-11.291973758121635,10,13
126,Sate,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9537376,93.1572444,-8.233580527030695,-14.798770640499018,-8.285458404347004,-14.80638309189832,10,13
127,Wabia,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9413919,93.1360402,-5.804371745664678,-12.734043986925913,-6.010920957060928,-12.807412580712562,10,13
128,Walu,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9413919,93.1360402,-5.804371745664678,-12.734043986925913,-6.010920957060928,-12.807412580712562,10,13
129,Waru,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.8852647,93.0448126,-4.9611513413138155,-11.792123088694238,-5.082987494249638,-12.150017325334824,10,13
130,Chanli,Lower Dibang,Hunli-Desali,Arunachal Pradesh,True,28.2923493,96.0296242,-8.079933080687061,-14.558513047777678,-8.371021037474538,-14.7661558206918,19,24
131,Broxer,Tawang,Jang-Thingbu,Arunachal Pradesh,True,27.622647,91.9631993,-10.957975486087946,-17.08101521647845,-11.11491301753876,-17.15443974657619,20,21
132,Luguthang,Tawang,Jang-Thingbu,Arunachal Pradesh,True,27.5948234,92.1857466,-9.499156436170747,-17.26197149848446,-9.327062758481079,-16.89690185235388,10,13
133,Mago,Tawang,Jang-Thingbu,Arunachal Pradesh,True,27.6883395,92.2081099,-8.881810103608872,-15.730465415197601,-8.932025108348542,-15.63649577895605,10,13
134,Namazing,Tawang,Jang-Thingbu,Arunachal Pradesh,True,27.5506261,91.9768197,-14.652002937590742,-20.967321608006007,-14.637502031883255,-20.899558318629897,20,15
135,Rho,Tawang,Jang-Thingbu,Arunachal Pradesh,True,27.6141065,91.987227,-6.338316086009078,-12.69269866306535,-6.487479639633527,-12.832719246098339,20,18
136,Kitpi,Tawang,Kitpi,Arunachal Pradesh,True,27.5731189,91.90284,-10.066621339446971,-16.350897222271747,-10.282922259520632,-16.426703923924613,20,21
137,Kitpi II,Tawang,Kitpi,Arunachal Pradesh,True,27.5731189,91.90284,-10.066621339446971,-16.350897222271747,-10.282922259520632,-16.426703923924613,20,21
138,Famla,Tawang,Tawang,Arunachal Pradesh,True,27.5612427,91.8523298,-4.5797290667826624,-11.619468660286268,-5.16764529016804,-12.016259878476946,20,21
139,Gyangong Ani Gompa,Tawang,Tawang,Arunachal Pradesh,True,27.6003059,91.8525209,-6.480402640831307,-13.276912342153162,-7.155454914401259,-13.842177158924928,20,21
140,Jangda,Tawang,Tawang,Arunachal Pradesh,True,27.5942319,91.9742379,-4.24728719800376,-10.728882977911399,-4.317640554964437,-10.704327471434494,20,21
141,Mandrelling,Tawang,Tawang,Arunachal Pradesh,True,27.5952914,91.8697249,-6.178523616411849,-13.431790663396448,-6.390857404490114,-13.49911169037694,20,21
142,Sakpret,Tawang,Tawang,Arunachal Pradesh,True,27.57568,91.79901,-9.944574562730395,-16.27572854157834,-10.37609390512262,-16.600542783428,20,21
143,Shyro,Tawang,Tawang,Arunachal Pradesh,True,27.5744459,91.9464757,-5.280840668382129,-12.125462792256721,-5.877763720417135,-12.442478814460411,20,21
144,Singsore Ani Gompa,Tawang,Tawang,Arunachal Pradesh,True,27.5952914,91.8697249,-6.178523616411849,-13.431790663396448,-6.390857404490114,-13.49911169037694,20,21
145,Tawang Gompa,Tawang,Tawang,Arunachal Pradesh,True,27.5866091,91.8573902,-9.540181177053011,-16.08483802460313,-9.97310627850492,-16.439547818185442,20,21
146,Thongleng,Tawang,Tawang,Arunachal Pradesh,True,27.57294,91.79215,-2.180213542789707,-9.056914782515298,-3.198970783958467,-9.844218762032817,20,21
147,Brokenthang,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.7352592,91.724121,-9.838702250324967,-15.921787060209642,-10.167379355562796,-16.243053651493806,20,21
148,Gorsam,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.6973252,91.7142454,-3.340297419533293,-10.080933525621711,-4.752016587369857,-11.270163616061625,20,21
149,Kharman,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.691851,91.7463062,-5.222798801089501,-12.062107626968528,-6.101012505462079,-12.822459958088238,20,21
150,Lumpo,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.7204821,91.7144005,-3.1394799783798946,-9.845056978307808,-4.240856961687914,-10.735012015785761,20,21
151,Maling,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.6350823,92.0693622,-7.964956835023123,-14.444840472713214,-8.212880222609478,-14.53674358633542,10,13
152,Muktur,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.5800562,91.6627629,-4.386346171617467,-11.344716843843658,-5.410934653731887,-12.083532040351152,20,21
153,Ramyang,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.514701,91.6549664,-0.335511745350962,-7.62210812552325,-0.9839129996164563,-8.060517842610587,20,17
154,Shakti,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.61139,91.71387,-12.05512879684236,-18.304941971473653,-12.475884472901479,-18.647387854698756,20,21
155,Shoktsen,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.7416556,91.7318533,-9.537765355860815,-15.882455126421096,-9.806064197731581,-16.151831266055847,20,21
156,Sirdi,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.6466524,91.7230296,-5.9821509699232545,-12.410854817814887,-7.783260612633715,-14.032055348067498,20,21
157,Bishing,Upper Siang,Singa-Gelling,Arunachal Pradesh,True,29.1107736,95.0268102,-8.04269951259637,-14.63761235414851,-8.30753592700295,-14.99478910727069,9,12
158,Bona,Upper Siang,Singa-Gelling,Arunachal Pradesh,True,29.0974164,94.9475348,-2.2184506159878374,-10.004972794519807,-2.5080503677519292,-10.298864333632704,8,10
159,Mankota,Upper Siang,Singa-Gelling,Arunachal Pradesh,True,28.8878329,95.0759463,-6.6870876497983085,-13.536088459294636,-6.998485406965217,-13.788001271523905,8,10
